Calibrated Probability,Risk Category
0.980922281742096,Critical Risk
0.963620376586914,Critical Risk
0.06077285259962082,Low Risk
0.13343058973550798,Low Risk
0.13442967981100082,Low Risk
0.21254470348358154,Medium Risk
0.2330998435616493,Medium Risk
0.9507114887237549,Critical Risk
0.021035946160554885,Low Risk
0.983359956741333,Critical Risk
0.2798600658774376,Medium Risk
1.0,Critical Risk
0.3903571546077728,Medium Risk
0.9430659413337708,Critical Risk
0.14574791938066484,Low Risk
0.9309310793876648,Critical Risk
0.15955957919359207,Low Risk
0.019445892237126828,Low Risk
0.0,Low Risk
0.9662429690361023,Critical Risk
0.0870797410607338,Low Risk
0.11127428114414215,Low Risk
0.9336776375770569,Critical Risk
0.9514680147171021,Critical Risk
0.1753112182021141,Low Risk
1.0,Critical Risk
0.6419902205467224,High Risk
1.0,Critical Risk
1.0,Critical Risk
0.03178596924990416,Low Risk
0.9697311401367188,Critical Risk
1.0,Critical Risk
0.13748418986797334,Low Risk
0.2754364997148514,Medium Risk
0.41098952293395996,Medium Risk
0.050617463886737823,Low Risk
0.0506837148219347,Low Risk
0.980023717880249,Critical Risk
0.9461274981498718,Critical Risk
1.0,Critical Risk
0.38942912220954895,Medium Risk
0.8987683534622193,Critical Risk
0.32796441614627836,Medium Risk
0.5697390019893647,High Risk
0.21760083436965943,Medium Risk
0.6853716015815735,High Risk
0.17814818471670152,Low Risk
0.45835567116737364,Medium Risk
0.057981698960065844,Low Risk
0.7144637823104858,High Risk
0.9247478723526001,Critical Risk
0.8187367439270019,Critical Risk
0.8227038741111755,Critical Risk
0.6170113623142243,High Risk
0.04583913721144199,Low Risk
1.0,Critical Risk
0.18387266397476196,Low Risk
0.8189738273620606,Critical Risk
0.9105648040771485,Critical Risk
1.0,Critical Risk
0.05569139122962952,Low Risk
0.8923629283905029,Critical Risk
0.0638841561973095,Low Risk
1.0,Critical Risk
0.7634028434753418,High Risk
0.9404412508010864,Critical Risk
1.0,Critical Risk
0.9658896446228027,Critical Risk
0.7899948000907898,High Risk
1.0,Critical Risk
0.3842183411121368,Medium Risk
0.6475286960601807,High Risk
0.4276252269744873,Medium Risk
0.20573570132255553,Medium Risk
0.9363477349281311,Critical Risk
0.9573705434799195,Critical Risk
0.9609827995300293,Critical Risk
0.9400326371192932,Critical Risk
0.502418863773346,High Risk
0.2069602817296982,Medium Risk
0.16251165997236966,Low Risk
0.3059453845024109,Medium Risk
1.0,Critical Risk
0.7790700197219849,High Risk
0.9803967356681824,Critical Risk
0.06516577377915382,Low Risk
0.14159634262323378,Low Risk
0.05746280029416084,Low Risk
0.9324891567230225,Critical Risk
0.5657226353883743,High Risk
0.3477814465761185,Medium Risk
0.09886819869279861,Low Risk
0.6344791293144226,High Risk
0.9787093162536621,Critical Risk
0.11760943830013275,Low Risk
0.5339445888996124,High Risk
0.02623452730476856,Low Risk
0.18215344697237015,Low Risk
0.20817642509937287,Medium Risk
0.36245244890451433,Medium Risk
0.6500694334506989,High Risk
0.9285380125045777,Critical Risk
0.24873288571834565,Medium Risk
0.8677026510238648,Critical Risk
0.8736160874366761,Critical Risk
0.5156189024448394,High Risk
0.38361150622367857,Medium Risk
0.633029443025589,High Risk
0.497231262922287,Medium Risk
0.11472476795315742,Low Risk
0.887933897972107,Critical Risk
0.027983447164297105,Low Risk
0.9110998034477233,Critical Risk
0.008827470242977142,Low Risk
0.24707682207226753,Medium Risk
0.13879923075437545,Low Risk
0.022861203737556936,Low Risk
1.0,Critical Risk
0.13738222271203995,Low Risk
0.8758106470108032,Critical Risk
1.0,Critical Risk
0.9398339748382568,Critical Risk
0.0,Low Risk
0.0,Low Risk
0.0577667273581028,Low Risk
1.0,Critical Risk
0.18718438148498534,Low Risk
0.22101323008537294,Medium Risk
0.9646605014801025,Critical Risk
0.39525511115789413,Medium Risk
0.10171416699886322,Low Risk
0.9053211450576782,Critical Risk
0.28769268542528154,Medium Risk
0.02963548507541418,Low Risk
0.831633448600769,Critical Risk
0.03773909881711006,Low Risk
1.0,Critical Risk
0.23760926723480225,Medium Risk
1.0,Critical Risk
0.62899169921875,High Risk
0.9490748763084411,Critical Risk
0.40087783634662627,Medium Risk
0.3733602076768875,Medium Risk
0.8746148705482483,Critical Risk
0.013359420001506805,Low Risk
0.9658963799476623,Critical Risk
0.7922951698303222,High Risk
0.10854757651686668,Low Risk
0.761196494102478,High Risk
0.053136511147022246,Low Risk
0.6521470785140991,High Risk
0.7311934471130371,High Risk
0.3050477206707001,Medium Risk
1.0,Critical Risk
0.9514680147171021,Critical Risk
0.8545782327651977,Critical Risk
0.05826572254300118,Low Risk
0.32631003856658936,Medium Risk
1.0,Critical Risk
0.1837060187011957,Low Risk
0.44031797647476195,Medium Risk
0.0,Low Risk
0.6659224450588226,High Risk
0.21880585849285125,Medium Risk
0.6828243970870972,High Risk
0.3897575557231903,Medium Risk
0.6931234121322631,High Risk
0.6994237184524537,High Risk
1.0,Critical Risk
1.0,Critical Risk
0.9147457480430603,Critical Risk
0.8086373448371887,Critical Risk
1.0,Critical Risk
0.08027039170265197,Low Risk
0.8660022377967834,Critical Risk
0.16411151438951493,Low Risk
0.9537157416343689,Critical Risk
0.2464451014995575,Medium Risk
0.7280896544456482,High Risk
0.9901252269744873,Critical Risk
0.28953256607055666,Medium Risk
0.5556549847126007,High Risk
0.7867264032363892,High Risk
1.0,Critical Risk
0.19561395198106765,Low Risk
0.9990804553031921,Critical Risk
0.5634614050388336,High Risk
0.18164105713367462,Low Risk
0.43393178284168243,Medium Risk
0.07413684986531735,Low Risk
0.9761506080627441,Critical Risk
0.9583312630653381,Critical Risk
0.1204708345234394,Low Risk
0.35266419798135756,Medium Risk
0.980023729801178,Critical Risk
1.0,Critical Risk
0.8686078906059265,Critical Risk
0.7754554390907288,High Risk
1.0,Critical Risk
0.6817070126533509,High Risk
0.10021253824234008,Low Risk
0.11136486679315567,Low Risk
0.6390225887298584,High Risk
0.7253209859132767,High Risk
0.7906117558479309,High Risk
0.017745652236044407,Low Risk
0.08704142048954963,Low Risk
0.648550283908844,High Risk
1.0,Critical Risk
0.6167697966098785,High Risk
0.5654482007026672,High Risk
0.599044018983841,High Risk
1.0,Critical Risk
0.5527307093143463,High Risk
0.951468026638031,Critical Risk
0.6454744577407837,High Risk
1.0,Critical Risk
0.7219794631004334,High Risk
0.29404524266719817,Medium Risk
0.26848124563694,Medium Risk
0.9854395866394043,Critical Risk
0.07127258405089379,Low Risk
0.07762454226613044,Low Risk
0.603261125087738,High Risk
0.043019515834748744,Low Risk
0.1303144723176956,Low Risk
0.43333168625831603,Medium Risk
0.8912441015243531,Critical Risk
0.9207912802696228,Critical Risk
0.6528027415275574,High Risk
0.029535281658172607,Low Risk
0.9845200300216674,Critical Risk
0.08956418782472611,Low Risk
0.7129537045955658,High Risk
0.9382541060447693,Critical Risk
0.8081475734710694,Critical Risk
0.7312908947467804,High Risk
0.03314114883542061,Low Risk
0.8564569830894471,Critical Risk
1.0,Critical Risk
0.1454969823360443,Low Risk
0.9704895973205566,Critical Risk
0.3424911588430405,Medium Risk
0.39973149001598357,Medium Risk
0.758340585231781,High Risk
0.05975259840488434,Low Risk
0.7064253926277161,High Risk
0.9710774779319763,Critical Risk
0.9540956139564514,Critical Risk
0.22910688519477845,Medium Risk
0.10084997117519379,Low Risk
0.9188314795494079,Critical Risk
1.0,Critical Risk
0.38200568556785586,Medium Risk
0.11366781443357468,Low Risk
0.610348516702652,High Risk
0.9558774948120117,Critical Risk
0.9521645665168762,Critical Risk
0.06928165592253208,Low Risk
0.13485199958086014,Low Risk
0.1258833333849907,Low Risk
0.8087608337402343,Critical Risk
0.7517602562904357,High Risk
1.0,Critical Risk
0.16323355212807655,Low Risk
0.14075894355773927,Low Risk
0.46742579340934753,Medium Risk
1.0,Critical Risk
0.9660345196723938,Critical Risk
0.0527296356856823,Low Risk
1.0,Critical Risk
0.22425230592489243,Medium Risk
1.0,Critical Risk
0.1529000520706177,Low Risk
0.9723952889442444,Critical Risk
0.07498192340135575,Low Risk
1.0,Critical Risk
1.0,Critical Risk
1.0,Critical Risk
0.9570260167121887,Critical Risk
1.0,Critical Risk
0.8908383250236511,Critical Risk
0.5963833034038544,High Risk
1.0,Critical Risk
0.8682338953018188,Critical Risk
0.13974545747041703,Low Risk
0.5554258346557617,High Risk
0.6981947690248489,High Risk
0.0,Low Risk
0.8354709506034851,Critical Risk
1.0,Critical Risk
0.10983090847730637,Low Risk
0.4569722354412079,Medium Risk
0.9111053109169006,Critical Risk
0.8186733245849609,Critical Risk
0.77223140001297,High Risk
0.39200838208198546,Medium Risk
0.06386682465672493,Low Risk
0.5923704922199249,High Risk
0.3979331851005554,Medium Risk
0.028632873296737672,Low Risk
0.13211314454674722,Low Risk
0.97806396484375,Critical Risk
0.5487909436225891,High Risk
0.9203607678413391,Critical Risk
0.15766780972480773,Low Risk
0.953860628604889,Critical Risk
0.967244553565979,Critical Risk
0.9520382046699524,Critical Risk
1.0,Critical Risk
0.6543694376945496,High Risk
1.0,Critical Risk
0.9735390543937683,Critical Risk
0.9743280529975891,Critical Risk
0.39343748688697816,Medium Risk
0.0,Low Risk
0.7043982982635498,High Risk
0.032276881858706474,Low Risk
0.9524952888488769,Critical Risk
1.0,Critical Risk
1.0,Critical Risk
0.2683618992567062,Medium Risk
0.24320901930332184,Medium Risk
0.03900220543146134,Low Risk
0.7654157519340515,High Risk
0.9587674379348755,Critical Risk
0.7652624011039734,High Risk
1.0,Critical Risk
0.07308530211448669,Low Risk
0.9733188152313232,Critical Risk
0.3439910292625427,Medium Risk
1.0,Critical Risk
0.2143973723053932,Medium Risk
0.01307695098221302,Low Risk
0.946464204788208,Critical Risk
0.8203740358352661,Critical Risk
0.3241448700428009,Medium Risk
0.7119223356246949,High Risk
0.8238455891609192,Critical Risk
0.0,Low Risk
1.0,Critical Risk
0.40565494298934934,Medium Risk
0.3271236777305603,Medium Risk
0.39703682661056516,Medium Risk
0.8917298913002014,Critical Risk
0.92041916847229,Critical Risk
0.9730915784835815,Critical Risk
0.6239029049873352,High Risk
0.22016456425189973,Medium Risk
0.5797683954238891,High Risk
0.8791169643402099,Critical Risk
0.8476743340492249,Critical Risk
0.1153625950217247,Low Risk
0.21194513142108917,Medium Risk
0.03747909739613533,Low Risk
0.4986962258815765,Medium Risk
1.0,Critical Risk
0.281658536195755,Medium Risk
0.0,Low Risk
0.1589745596051216,Low Risk
1.0,Critical Risk
0.04974330589175224,Low Risk
0.07631760463118553,Low Risk
0.9425520658493042,Critical Risk
0.30848692953586576,Medium Risk
0.6991851329803467,High Risk
0.01313008926808834,Low Risk
0.0,Low Risk
0.8776327252388001,Critical Risk
0.1331946149468422,Low Risk
0.9018680572509765,Critical Risk
1.0,Critical Risk
0.407802015542984,Medium Risk
0.868625283241272,Critical Risk
0.0621883288025856,Low Risk
0.8547095417976379,Critical Risk
0.35710344910621644,Medium Risk
0.949745512008667,Critical Risk
0.3051880024373531,Medium Risk
0.07833140008151532,Low Risk
0.9686937451362609,Critical Risk
0.23691485524177552,Medium Risk
0.8676201343536377,Critical Risk
0.1278328239917755,Low Risk
0.0806776873767376,Low Risk
0.2967162668704987,Medium Risk
0.09952842444181442,Low Risk
0.43697303533554077,Medium Risk
1.0,Critical Risk
0.980836820602417,Critical Risk
0.7367830395698547,High Risk
0.5615697264671325,High Risk
1.0,Critical Risk
0.15673618614673615,Low Risk
0.5542715907096862,High Risk
0.948705005645752,Critical Risk
0.07905259057879448,Low Risk
0.04403172191232443,Low Risk
0.09290726333856583,Low Risk
0.8201409578323364,Critical Risk
0.28392159938812256,Medium Risk
1.0,Critical Risk
0.9056818604469299,Critical Risk
0.31384171843528746,Medium Risk
1.0,Critical Risk
0.46618578433990476,Medium Risk
0.9918197751045227,Critical Risk
0.05874371379613876,Low Risk
0.09162952899932861,Low Risk
0.23381454348564149,Medium Risk
0.0932000920176506,Low Risk
0.08035047557204962,Low Risk
0.08493524193763732,Low Risk
0.6606333136558533,High Risk
0.10019115060567856,Low Risk
0.08950572460889816,Low Risk
0.015689405985176562,Low Risk
0.11300065815448761,Low Risk
1.0,Critical Risk
1.0,Critical Risk
0.3671530246734619,Medium Risk
0.7720895409584045,High Risk
1.0,Critical Risk
0.0,Low Risk
0.744416356086731,High Risk
0.08950712084770203,Low Risk
0.9395389795303345,Critical Risk
0.9546204566955566,Critical Risk
0.9450271368026734,Critical Risk
0.0770926371216774,Low Risk
0.22514451295137405,Medium Risk
0.04592856448143721,Low Risk
0.1402066633105278,Low Risk
0.8944199562072754,Critical Risk
0.41622525453567505,Medium Risk
0.10363680943846702,Low Risk
0.7939374566078186,High Risk
0.2529067754745483,Medium Risk
0.9256870031356812,Critical Risk
0.9374536514282227,Critical Risk
0.7087090134620666,High Risk
0.15801356732845306,Low Risk
1.0,Critical Risk
0.7863044738769531,High Risk
1.0,Critical Risk
1.0,Critical Risk
0.034493230655789374,Low Risk
1.0,Critical Risk
0.3060250669717789,Medium Risk
0.3698617070913315,Medium Risk
0.8001343488693238,Critical Risk
0.8788640141487122,Critical Risk
0.08796634674072265,Low Risk
0.39271475076675416,Medium Risk
0.9330153107643128,Critical Risk
0.7209974527359009,High Risk
1.0,Critical Risk
1.0,Critical Risk
0.054237165674567225,Low Risk
1.0,Critical Risk
0.07392745316028596,Low Risk
0.054114511236548424,Low Risk
0.9414505004882813,Critical Risk
0.15521828308701516,Low Risk
0.9593660354614257,Critical Risk
1.0,Critical Risk
1.0,Critical Risk
0.1275945335626602,Low Risk
0.394638991355896,Medium Risk
0.04835742600262165,Low Risk
0.06992778033018113,Low Risk
0.7631784796714782,High Risk
0.7449520468711853,High Risk
0.42742333114147185,Medium Risk
1.0,Critical Risk
0.8138374447822571,Critical Risk
0.0,Low Risk
0.19742831736803054,Low Risk
0.9830019235610962,Critical Risk
1.0,Critical Risk
0.922944700717926,Critical Risk
0.9372842669486999,Critical Risk
0.5876491129398346,High Risk
0.05444113370031119,Low Risk
0.43780776858329773,Medium Risk
0.9439185619354248,Critical Risk
0.9011282920837402,Critical Risk
0.7377898037433624,High Risk
0.6159194648265839,High Risk
0.19297571629285812,Low Risk
1.0,Critical Risk
0.0,Low Risk
0.19200066328048707,Low Risk
0.8985182404518127,Critical Risk
0.9689933061599731,Critical Risk
0.34871858507394793,Medium Risk
0.35705167055130005,Medium Risk
0.1735989585518837,Low Risk
0.15439424365758897,Low Risk
0.9798816919326783,Critical Risk
0.06020108610391617,Low Risk
